text,label
Boato afirma que água quente cura todas as doenças; especialistas negam ℹ️,1
Porto Alegre lança programa de capacitação com foco em pesquisadores!,0
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências #clima",1
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências 🔍",1
ONG Z anuncia parceria para telemedicina com investimento de R$ 200 milhões #economia,0
Prefeitura assina contrato para ampliação de estradas #fake,0
"Especialistas explicam contexto: Circula nas redes que água quente cura todas as doenças, mas não há evidências",1
Boato afirma que vacina causa chip rastreador; especialistas negam ⚠️,1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe 📰,1
Fundação Y anuncia parceria para energia solar com investimento de R$ 50 milhões,0
Empresa X paga R$1 milhão para quem compartilhar esta mensagem — fonte: redes sociais,1
Checagem aponta: São Paulo lança programa de inovação com foco em famílias,0
Ministério da Saúde publica dados indicando aumento do emprego em 2025!,0
Banco Central publica dados indicando aumento do emprego em 2025 #saúde,0
Boato afirma que o Sol vai apagar este ano; especialistas negam #economia,1
Checagem aponta: Ministério da Saúde publica dados indicando alta da vacinação em 2024,0
Porto Alegre lança programa de inovação com foco em famílias #clima,0
Checagem aponta: Belém lança programa de inovação com foco em pesquisadores,0
Brasília lança programa de habitação com foco em estudantes!,0
Mensagem promete que o Sol vai apagar este ano; parece golpe,1
Receita caseira elimina todos os tumores em 3 dias!,1
Autoridades desmentem boato: Recife lança programa de sustentabilidade com foco em estudantes,0
Banco anuncia linha de crédito para microempreendedores — fonte: jornal,0
Beber água quente elimina 100% dos vírus no corpo,1
Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões 📈,0
Especialistas explicam contexto: Cura milagrosa do câncer descoberta com suco de limão,1
Beber água quente elimina 100% dos vírus no corpo!,1
Checagem aponta: Receita caseira elimina todos os tumores em 3 dias,1
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe,1
Checagem aponta: Belém lança programa de inovação com foco em estudantes,0
Boato afirma que vacina causa chip rastreador; especialistas negam,1
Especialistas explicam contexto: Porto Alegre lança programa de habitação com foco em famílias,0
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam 🚨,1
ONG Z anuncia parceria para telemedicina com investimento de R$ 200 milhões,0
Boato afirma que água quente cura todas as doenças; especialistas negam 🚨,1
Governo anuncia redução de impostos para pequenas empresas #fake,0
Checagem aponta: São Paulo lança programa de habitação com foco em famílias,0
Universidade Estadual publica dados indicando queda da inflação em último trimestre — fonte: jornal,0
"Circula nas redes que imunizante causa chip rastreador, mas não há evidências",1
Receita caseira elimina todos os tumores em 3 dias 📉,1
Belém lança programa de capacitação com foco em pequenos empreendedores,0
Secretaria de Saúde divulga campanha de vacinação — fonte: jornal,0
Autoridades desmentem boato: Porto Alegre lança programa de capacitação com foco em estudantes,0
Curitiba lança programa de inovação com foco em famílias — fonte: jornal,0
Empresa X anuncia parceria para educação digital com investimento de R$ 50 milhões!,0
Checagem aponta: Universidade Estadual publica dados indicando queda da inflação em último trimestre,0
Mensagem promete que vacina causa chip rastreador; parece golpe #política,1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe #clima,1
Boato afirma que água quente cura todas as doenças; especialistas negam!,1
Especialistas explicam contexto: São Paulo lança programa de habitação com foco em famílias,0
Governo Federal publica dados indicando queda da inflação em último trimestre — fonte: redes sociais,0
Brasília lança programa de inovação com foco em famílias 🚨,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências",1
Mensagem promete que o Sol vai apagar este ano; parece golpe #fake,1
Fundação Y anuncia parceria para educação digital com investimento de R$ 1 bilhão,0
Porto Alegre lança programa de habitação com foco em famílias — fonte: redes sociais,0
Governo obriga população a tomar remédio sem aviso,1
Ministério da Saúde publica dados indicando alta da vacinação em 2025,0
Banco Central publica dados indicando queda da inflação em 2024,0
Curitiba lança programa de habitação com foco em famílias,0
Boato afirma que vacina causa chip rastreador; especialistas negam #clima,1
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 200 milhões,0
Empresa X anuncia parceria para energia solar com investimento de R$ 1 bilhão!,0
Mensagem promete que água quente cura todas as doenças; parece golpe — fonte: redes sociais,1
ONG Z anuncia parceria para telemedicina com investimento de R$ 200 milhões!,0
"Circula nas redes que o Sol vai apagar este ano, mas não há evidências",1
Agência Nacional de Energia anuncia parceria para educação digital com investimento de R$ 200 milhões!,0
Autoridades desmentem boato: Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam,1
Boato afirma que água quente cura todas as doenças; especialistas negam 📈,1
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências ℹ️",1
Autoridades desmentem boato: Governo obriga população a tomar remédio sem aviso,1
Levantamento do IBGE mostra aumento na esperança de vida,0
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam ℹ️,1
Especialistas explicam contexto: Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe,1
Ministério da Saúde publica dados indicando alta da vacinação em 2024 — fonte: redes sociais,0
ONG Z anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões — fonte: jornal,0
Belém lança programa de sustentabilidade com foco em pesquisadores — fonte: jornal,0
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe 🧪,1
Porto Alegre lança programa de sustentabilidade com foco em pesquisadores,0
Universidade publica estudo com nova técnica de imagem — fonte: redes sociais,0
Autoridades desmentem boato: Recife lança programa de inovação com foco em estudantes,0
Fiocruz publica dados indicando queda da inflação em último trimestre #clima,0
Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 1 bilhão — fonte: redes sociais,0
Especialistas explicam contexto: Mensagem promete que vacina causa chip rastreador; parece golpe,1
Comprovado: evitar vacina cura doenças crônicas — fonte: jornal,1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe #urgente,1
Mensagem promete que o Sol vai apagar este ano; parece golpe ℹ️,1
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 1 bilhão #fake,0
Especialistas explicam contexto: Governo Federal publica dados indicando queda da inflação em último trimestre,0
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam 📉,1
Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões — fonte: jornal,0
Receita caseira elimina todos os tumores em 3 dias — fonte: redes sociais,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam ℹ️,1
Autoridades desmentem boato: Curitiba lança programa de inovação com foco em famílias,0
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe #economia,1
Fiocruz publica dados indicando aumento do emprego em último trimestre #economia,0
Comprovado: evitar vacina cura doenças crônicas #saúde,1
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 200 milhões 📈,0
"Circula nas redes que o Sol vai apagar este ano, mas não há evidências",1
Boato afirma que o Sol vai apagar este ano; especialistas negam — fonte: jornal,1
Recife lança programa de inovação com foco em estudantes — fonte: jornal,0
Boato afirma que água quente cura todas as doenças; especialistas negam #tecnologia,1
"Circula nas redes que água quente cura todas as doenças, mas não há evidências #economia",1
"Checagem aponta: Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências",1
NASA confirma que o Sol vai apagar em 2025 — fonte: jornal,1
Especialistas explicam contexto: Beber água quente elimina 100% dos vírus no corpo,1
ONG Z anuncia parceria para educação digital com investimento de R$ 1 bilhão — fonte: jornal,0
Agência Nacional de Energia anuncia parceria para educação digital com investimento de R$ 200 milhões,0
ONG Z anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões 🚨,0
Empresa X paga R$1 milhão para quem compartilhar esta mensagem #economia,1
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam #política,1
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências #fake",1
Belém lança programa de inovação com foco em pesquisadores #política,0
Ministério da Saúde publica dados indicando alta da vacinação em 2025!,0
Fundação Y anuncia parceria para energia solar com investimento de R$ 200 milhões ⚠️,0
Mensagem promete que água quente cura todas as doenças; parece golpe ℹ️,1
Especialistas explicam contexto: Universidade Estadual publica dados indicando queda da inflação em último trimestre,0
Especialistas explicam contexto: Fiocruz publica dados indicando aumento do emprego em último trimestre,0
"Autoridades desmentem boato: Circula nas redes que água quente cura todas as doenças, mas não há evidências",1
Mensagem promete que vacina causa chip rastreador; parece golpe,1
IBGE publica dados indicando aumento do emprego em último ano #urgente,0
Fundação Y anuncia parceria para telemedicina com investimento de R$ 50 milhões ⚠️,0
ONG Z anuncia parceria para telemedicina com investimento de R$ 50 milhões,0
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe 🚨,1
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe 📰,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam #saúde,1
Especialistas explicam contexto: IBGE publica dados indicando queda da inflação em 2025,0
Checagem aponta: Porto Alegre lança programa de habitação com foco em microempreendedores,0
Especialistas explicam contexto: Agência Nacional de Energia anuncia parceria para educação digital com investimento de R$ 200 milhões,0
Ministério da Saúde publica dados indicando alta da vacinação em 2024,0
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe #fake,1
São Paulo lança programa de inovação com foco em famílias — fonte: jornal,0
Autoridades desmentem boato: Porto Alegre lança programa de habitação com foco em microempreendedores,0
Mensagem promete que água quente cura todas as doenças; parece golpe — fonte: jornal,1
Belém lança programa de capacitação com foco em microempreendedores,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências ⚠️",1
Mensagem promete que o Sol vai apagar este ano; parece golpe #economia,1
Checagem aponta: Remédio natural garante cura instantânea para diabetes,1
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências — fonte: jornal",1
Banco anuncia linha de crédito para microempreendedores — fonte: redes sociais,0
Especialistas explicam contexto: Porto Alegre lança programa de inovação com foco em famílias,0
São Paulo lança programa de inovação com foco em pesquisadores ⚠️,0
Fundação Y anuncia parceria para energia solar com investimento de R$ 50 milhões!,0
Mensagem promete que o Sol vai apagar este ano; parece golpe #clima,1
Governo obriga população a tomar remédio sem aviso — fonte: redes sociais,1
Mensagem promete que vacina causa chip rastreador; parece golpe,1
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam 🚨,1
Banco Central publica dados indicando aumento do emprego em último trimestre #saúde,0
Governo Federal publica dados indicando queda da inflação em último ano,0
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe 📣,1
IBGE publica dados indicando aumento do emprego em 2025 — fonte: redes sociais,0
Especialistas explicam contexto: Banco Central publica dados indicando queda da inflação em último ano,0
São Paulo lança programa de inovação com foco em estudantes 🚨,0
Autoridades desmentem boato: Curitiba lança programa de inovação com foco em estudantes,0
Checagem aponta: Mensagem promete que o Sol vai apagar este ano; parece golpe,1
Banco Central publica dados indicando aumento do emprego em 2024,0
Especialistas explicam contexto: Belém lança programa de inovação com foco em estudantes,0
Fundação Y informa parceria para educação digital com investimento de R$ 1 bilhão,0
Banco Central publica dados indicando queda da inflação em último trimestre #clima,0
Curitiba lança programa de inovação com foco em estudantes,0
Especialistas explicam contexto: Remédio natural garante cura instantânea para diabetes,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam,1
Especialistas explicam contexto: Porto Alegre lança programa de capacitação com foco em microempreendedores,0
"Autoridades desmentem boato: Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências",1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam 📣,1
Empresa X anuncia parceria para educação digital com investimento de R$ 50 milhões — fonte: redes sociais,0
Fiocruz publica dados indicando queda da inflação em 2025 🔍,0
Mensagem promete que o Sol vai apagar este ano; parece golpe 📣,1
Segredo financeiro que vai deixar você rico em 24 horas — fonte: redes sociais,1
IBGE publica dados indicando alta da vacinação em último ano #clima,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências #tecnologia",1
NASA confirma que o Sol vai apagar em 2025 #fake,1
Autoridades desmentem boato: Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 200 milhões,0
Pesquisa do IBGE mostra aumento na expectativa de vida — fonte: redes sociais,0
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências 📉",1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe #tecnologia,1
Beber água quente elimina 100% dos vírus no corpo — fonte: jornal,1
Segredo financeiro que vai deixar você rico em 24 horas!,1
Empresa X anuncia parceria para telemedicina com investimento de R$ 200 milhões — fonte: jornal,0
Especialistas explicam contexto: Belém lança programa de inovação com foco em pesquisadores,0
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões ✅,0
Porto Alegre lança programa de capacitação com foco em microempreendedores,0
Governo Federal publica dados indicando queda da inflação em 2025!,0
Checagem aponta: Brasília lança programa de habitação com foco em famílias,0
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências — fonte: redes sociais",1
Porto Alegre lança programa de sustentabilidade com foco em microempreendedores 📰,0
Agência Nacional de Energia anuncia parceria para energia solar com investimento de R$ 200 milhões!,0
ONG Z anuncia parceria para educação digital com investimento de R$ 50 milhões 🚨,0
Agência Nacional de Energia anuncia parceria para telemedicina com investimento de R$ 50 milhões,0
"Circula nas redes que o Sol vai apagar este ano, mas não há evidências #urgente",1
Beber água quente elimina 100% dos vírus no corpo — fonte: redes sociais,1
Governo Federal publica dados indicando queda da inflação em último trimestre #tecnologia,0
Empresa X anuncia parceria para telemedicina com investimento de R$ 200 milhões!,0
Boato afirma que vacina causa chip rastreador; especialistas negam,1
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências",1
Novo relatório mostra queda na inflação anual,0
Especialistas explicam contexto: Empresa X anuncia parceria para educação digital com investimento de R$ 50 milhões,0
Vídeo prova existência de alienígenas entre nós,1
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências!",1
Brasília lança programa de sustentabilidade com foco em estudantes ✅,0
Autoridades desmentem boato: Boato afirma que água quente cura todas as doenças; especialistas negam,1
Cura milagrosa do câncer descoberta com suco de limão 📰,1
Especialistas explicam contexto: Receita caseira elimina todos os tumores em 3 dias,1
"Circula nas redes que vacina causa chip rastreador, mas não há evidências #política",1
"Circula nas redes que vacina causa chip rastreador, mas não há evidências #oficial",1
Especialistas explicam contexto: Boato afirma que o Sol vai apagar este ano; especialistas negam,1
Autoridades desmentem boato: ONG Z anuncia parceria para energia solar com investimento de R$ 1 bilhão,0
Fiocruz publica dados indicando alta da vacinação em último trimestre — fonte: redes sociais,0
Checagem aponta: Fundação Y anuncia parceria para energia solar com investimento de R$ 200 milhões,0
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências #tecnologia",1
IBGE publica dados indicando queda da inflação em 2025 🚨,0
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências #economia",1
Fundação Y anuncia parceria para energia solar com investimento de R$ 50 milhões 📉,0
Autoridades desmentem boato: Curitiba lança programa de sustentabilidade com foco em estudantes,0
Prefeitura assina contrato para ampliação de estradas,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências — fonte: redes sociais",1
Governo Federal lança dados indicando alta da vacinação em último ano,0
ONG Z anuncia parceria para telemedicina com investimento de R$ 1 bilhão #clima,0
ONG Z anuncia parceria para educação digital com investimento de R$ 1 bilhão,0
Especialistas explicam contexto: Banco Central publica dados indicando aumento do emprego em último trimestre,0
Fundação Y anuncia parceria para energia solar com investimento de R$ 50 milhões,0
Banco Central publica dados indicando queda da inflação em último ano — fonte: jornal,0
Especialistas explicam contexto: Empresa X paga R$1 milhão para quem compartilhar esta mensagem,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam!,1
Belém lança programa de habitação com foco em pesquisadores — fonte: jornal,0
Cur milagrosa do câncer descoberta com suco de limão,1
Belém lança programa de inovação com foco em estudantes #economia,0
Empresa X comunica parceria para setor energético solar com investimento de R$ 1 bilhão,0
Brasília lança programa de inovação com foco em famílias — fonte: jornal,0
Mensagem promete que o Sol vai apagar este ano; parece golpe ✅,1
Governo Federal publica dados indicando aumento do emprego em último trimestre #economia,0
Brasília lança programa de sustentabilidade com foco em estudantes,0
Fiocruz divulga dados indicando alta da vacinação em último ano,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências 📣",1
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 200 milhões!,0
Boato afirma que vacina causa chip rastreador; especialistas negam 🧪,1
Fiocruz publica dados indicando queda da inflação em último trimestre,0
Boato afirma que vacina causa chip rastreador; especialistas negam — fonte: jornal,1
Autoridades desmentem boato: Fundação Y anuncia parceria para energia solar com investimento de R$ 50 milhões,0
ONG Z anuncia parceria para telemedicina com investimento de R$ 1 bilhão ✅,0
"Circula nas redes que água quente cura todas as doenças, mas não há evidências 🚨",1
Autoridades desmentem boato: Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões,0
Especialistas explicam contexto: Porto Alegre lança programa de capacitação com foco em pesquisadores,0
Curitiba lança programa de habitação com foco em famílias — fonte: redes sociais,0
Fundação Y anuncia parceria para energia solar com investimento de R$ 1 bilhão,0
Universidade Estadual publica dados indicando queda da inflação em 2025 — fonte: jornal,0
Fiocruz public dados indicando aumento do emprego em último trimestre,0
Governo Federal publica dados indicando aumento do emprego em último trimestre 🧪,0
Curitiba lança programa de inovação com foco em famílias!,0
Porto Alegre lança programa de capacitação com foco em microempreendedores — fonte: redes sociais,0
Banco Central publica dados indicando aumento do emprego em 2024,0
Recife lança programa de inovação com foco em pesquisadores — fonte: jornal,0
Agência Nacional de Energia comunica parceria para matriz solar com investimento de R$ 200 milhões,0
Mensagem promete que vacina causa chip rastreador; parece golpe ℹ️,1
Ministério da Saúde publica dados indicando queda da inflação em último trimestre — fonte: jornal,0
Segredo financeiro que vai deixar você rico em 24 horas 📰,1
Agência Nacional de Energia anuncia parceria para educação digital com investimento de R$ 200 milhões,0
Curitiba lança programa de habitação com foco em famílias ✅,0
Curitiba lança programa de sustentabilidade com foco em famílias — fonte: redes sociais,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências #fake",1
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões!,0
Fiocruz publica dados indicando alta da vacinação em último trimestre 📈,0
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam ⚠️,1
Fundação Y anuncia parceria para mobilidade urbana com investimento de R$ 200 milhões #clima,0
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe ⚠️,1
Especialistas explicam contexto: Recife lança programa de capacitação com foco em estudantes,0
Curitiba lança programa de sustentabilidade com foco em microempreendedores — fonte: jornal,0
Autoridades desmentem boato: Agência Nacional de Energia anuncia parceria para telemedicina com investimento de R$ 50 milhões,0
Empresa X paga R$1 milhão para quem compartilhar esta mensagem!,1
Belém lança programa de inovação com foco em pesquisadores,0
Banco Central publica dados indicando queda da inflação em último ano,0
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam #oficial,1
Empresa X investe bilhões em energia renovável,0
Empresa X investe bilhões em setor energético renovável,0
Checagem aponta: Porto Alegre lança programa de habitação com foco em pesquisadores,0
"Circula nas redes que água quente cura todas as doenças, mas não há evidências",1
Autoridades desmentem boato: IBGE publica dados indicando aumento do emprego em último ano,0
Brasília lança programa de inovação com foco em famílias,0
Estudo comprova eficácia parcial de nova vacina 📉,0
Comprovado: evitar vacina cura doenças crônicas — fonte: redes sociais,1
IBGE publica dados indicando queda da inflação em 2024 — fonte: redes sociais,0
Universidade Estadual publica dados indicando alta da vacinação em último ano,0
Porto Alegre lança programa de inovação com foco em microempreendedores 📉,0
Brasília lança programa de habitação com foco em famílias — fonte: redes sociais,0
Universidade Estadual publica dados indicando queda da inflação em 2024 #clima,0
"Checagem aponta: Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências",1
Fiocruz publica dados indicando aumento do emprego em último trimestre — fonte: redes sociais,0
Autoridades desmentem boato: São Paulo lança programa de habitação com foco em pesquisadores,0
Banco Central publica dados indicando aumento do emprego em 2025 🧪,0
Boato afirma que vacina causa chip rastreador; especialistas negam 🔍,1
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe 📉,1
Porto Alegre lança programa de capacitação com foco em estudantes!,0
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe #fake,1
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências 🚨",1
São Paulo lança programa de habitação com foco em pesquisadores,0
Universidade Estadual publica dados indicando aumento do emprego em último trimestre!,0
Mensagem promete que água quente cura todas as doenças; parece golpe #tecnologia,1
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe #tecnologia,1
Boato afirma que o Sol vai apagar este ano; especialistas negam 🔍,1
Campus Estadual publica dados indicando alta do emprego em último ano,0
Belém lança programa de inovação com foco em estudantes — fonte: jornal,0
Especialistas explicam contexto: Empresa X anuncia parceria para energia solar com investimento de R$ 1 bilhão,0
Universidade Estadual publica dados indicando alta da vacinação em último ano,0
IBGE publica dados indicando aumento do emprego em último ano 📈,0
São Paulo lança programa de habitação com foco em pesquisadores — fonte: jornal,0
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências #saúde",1
Checagem aponta: Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe,1
Checagem aponta: Governo anuncia redução de impostos para pequenas empresas,0
Autoridades desmentem boato: Recife lança programa de capacitação com foco em estudantes,0
Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 1 bilhão!,0
Banco anuncia linha de crédito para microempreendedores!,0
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe ✅,1
Checagem aponta: Porto Alegre lança programa de sustentabilidade com foco em pesquisadores,0
"Especialistas explicam contexto: Circula nas redes que o Sol vai apagar este ano, mas não há evidências",1
Autoridades desmentem boato: Boato afirma que vacina causa chip rastreador; especialistas negam,1
Curitiba lança programa de inovação com foco em estudantes!,0
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências #oficial",1
Mensagem promete que o Sol vai apagar este ano; parece golpe #urgente,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam — fonte: jornal,1
Empresa X anuncia parceria para educação digital com investimento de R$ 50 milhões,0
Mensagem promete que vacina causa chip rastreador; parece golpe #oficial,1
Fundação Y anuncia parceria para educação digital com investimento de R$ 1 bilhão — fonte: jornal,0
Porto Alegre lança programa de inovação com foco em microempreendedores,0
Autoridades desmentem boato: Fiocruz publica dados indicando alta da vacinação em último trimestre,0
São Paulo lança programa de inovação com foco em pesquisadores #urgente,0
Remédio natural garante cura instantânea para diabetes — fonte: jornal,1
Mensagem promete que vacina causa chip rastreador; parece golpe #saúde,1
Porto Alegre lança programa de sustentabilidade com foco em microempreendedores,0
Governo Federal publica dados indicando aumento do emprego em último trimestre,0
Fundação Y anuncia parceria para educação digital com investimento de R$ 1 bilhão!,0
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam 🔍,1
Banco informa linha de crédito para microempreendedores,0
Porto Alegre lança programa de inovação com foco em famílias,0
Fundação Y anuncia parceria para energia solar com investimento de R$ 200 milhões — fonte: redes sociais,0
Empresa X anuncia parceria para educação digital com investimento de R$ 50 milhões #saúde,0
Boato afirma que o Sol vai apagar este ano; especialistas negam #tecnologia,1
Banco Central publica dados indicando queda da inflação em 2024 #política,0
IBGE publica dados indicando aumento do emprego em 2025 #urgente,0
Especialistas explicam contexto: Recife lança programa de sustentabilidade com foco em pesquisadores,0
Governo Federal publica dados indicando queda da inflação em 2025 #saúde,0
Receita caseira elimina todos os tumores em 3 dias,1
"Circula nas redes que água quente cura todas as doenças, mas não há evidências ℹ️",1
Remédio natural garante cura instantânea para diabetes #tecnologia,1
